replicate,seed_spawn_key,method,estimate,task_cluster_se,ci_lower,ci_upper,covered_truth
94,"(94,)",IPW_propensity_correct,0.7446656875660855,0.03741006743441546,0.6713419553946313,0.8179894197375398,True
94,"(94,)",IPW_propensity_wrong,1.2268512093750024,0.07646815127386715,1.0769736328782227,1.376728785871782,False
94,"(94,)",Direct_Q_correct,0.803515279042113,0.006416659619919749,0.7909386261870702,0.8160919318971557,True
94,"(94,)",Direct_Q_wrong,0.5931221874999988,0.010614971312037038,0.5723168437284062,0.6139275312715914,False
95,"(95,)",DR_both_correct,0.812401394401061,0.009721712608510505,0.7933468376883803,0.8314559511137416,True
95,"(95,)",DR_propensity_correct_Q_wrong,0.8152629580732205,0.010506558171711736,0.7946701040566655,0.8358558120897754,True
95,"(95,)",DR_Q_correct_propensity_wrong,0.8379626188668751,0.0523371784999482,0.7353817490069766,0.9405434887267735,True
95,"(95,)",DR_both_wrong,1.4344676058593748,0.05560755476777783,1.3254767985145304,1.5434584132042193,False
95,"(95,)",IPW_propensity_correct,0.8522645374852144,0.03914492427559259,0.7755404859050529,0.9289885890653758,True
95,"(95,)",IPW_propensity_wrong,1.3873981710937506,0.07948142849907756,1.2316145712355586,1.5431817709519426,False
95,"(95,)",Direct_Q_correct,0.8036264361970352,0.006437412663664351,0.7910091073762531,0.8162437650178174,True
95,"(95,)",Direct_Q_wrong,0.5946228124999987,0.010616033293700042,0.5738153872443467,0.6154302377556508,False
96,"(96,)",DR_both_correct,0.8040715861354557,0.009290956924102069,0.7858613105642156,0.8222818617066958,True
96,"(96,)",DR_propensity_correct_Q_wrong,0.799997787024386,0.009671197315419008,0.7810422402861646,0.8189533337626073,True
96,"(96,)",DR_Q_correct_propensity_wrong,0.8350280107302345,0.05381386985508662,0.7295528258142647,0.9405031956462042,True
96,"(96,)",DR_both_wrong,1.4481316828124986,0.05556911271538921,1.3392162218903358,1.5570471437346614,False
96,"(96,)",IPW_propensity_correct,0.8067641015177662,0.03771022538614974,0.7328520597609127,0.8806761432746197,True
96,"(96,)",IPW_propensity_wrong,1.4097125085937514,0.07913053848886092,1.254616653155584,1.5648083640319188,False
96,"(96,)",Direct_Q_correct,0.7977207774929725,0.006433848217656056,0.7851104349863667,0.8103311199995784,True
96,"(96,)",Direct_Q_wrong,0.5848687499999982,0.010604378867778446,0.5640841674191525,0.6056533325808439,False
97,"(97,)",DR_both_correct,0.8201387459114257,0.009679819107050925,0.8011663004616059,0.8391111913612455,False
97,"(97,)",DR_propensity_correct_Q_wrong,0.8134053055362448,0.010309836759792823,0.7931980254870509,0.8336125855854387,True
97,"(97,)",DR_Q_correct_propensity_wrong,0.8578280825730848,0.04998075807853276,0.7598657967391607,0.955790368407009,True
97,"(97,)",DR_both_wrong,1.4084149933593741,0.05091247233688328,1.3086265475790828,1.5082034391396655,False
97,"(97,)",IPW_propensity_correct,0.849716805426823,0.039459973405435084,0.7723752575521703,0.9270583533014758,True
97,"(97,)",IPW_propensity_wrong,1.3337320113281275,0.07169444782037673,1.193210893600189,1.4742531290560659,False
97,"(97,)",Direct_Q_correct,0.8094387265543799,0.006424453890042152,0.7968467969298972,0.8220306561788625,True
97,"(97,)",Direct_Q_wrong,0.6028762499999982,0.010617128351033718,0.5820666784319721,0.6236858215680243,False
98,"(98,)",DR_both_correct,0.8153449943630136,0.0089484792278291,0.7978059750764686,0.8328840136495586,True
98,"(98,)",DR_propensity_correct_Q_wrong,0.8127687837013569,0.009569794004119366,0.7940119874532829,0.8315255799494308,True
98,"(98,)",DR_Q_correct_propensity_wrong,0.8454872542168753,0.05011395197809785,0.7472639083398035,0.9437106000939471,True
98,"(98,)",DR_both_wrong,1.4347930828125015,0.05210308416574949,1.3326710378476325,1.5369151277773705,False
98,"(98,)",IPW_propensity_correct,0.8097804752607125,0.037342319866705505,0.7365895283219697,0.8829714221994553,True
98,"(98,)",IPW_propensity_wrong,1.3587385101562526,0.07374072998196814,1.214206679391595,1.50327034092091,False
98,"(98,)",Direct_Q_correct,0.811031951001254,0.006374352577735558,0.7985382199488923,0.8235256820536158,True
98,"(98,)",Direct_Q_wrong,0.602876249999998,0.010617128351033739,0.5820666784319719,0.6236858215680241,False
99,"(99,)",DR_both_correct,0.7978239546008138,0.009800327798210584,0.7786153121163211,0.8170325970853065,True
99,"(99,)",DR_propensity_correct_Q_wrong,0.7947303579579933,0.010818085501030182,0.7735269103759741,0.8159338055400125,True
99,"(99,)",DR_Q_correct_propensity_wrong,0.8618822847413273,0.05171552067173899,0.760519864224719,0.9632447052579357,True
99,"(99,)",DR_both_wrong,1.43820294296875,0.056058915574108394,1.3283274684434976,1.5480784174940023,False
99,"(99,)",IPW_propensity_correct,0.8350405876417668,0.0380990357460728,0.7603664775794641,0.9097146977040695,True
99,"(99,)",IPW_propensity_wrong,1.411732586718752,0.0783856043160302,1.2580968022593328,1.5653683711781712,False
99,"(99,)",Direct_Q_correct,0.79938598965852,0.0065185183309795615,0.7866096937298,0.81216228558724,True
99,"(99,)",Direct_Q_wrong,0.5931221874999995,0.01061497131203704,0.5723168437284069,0.613927531271592,False
100,"(100,)",DR_both_correct,0.8000660902713445,0.009529337694720334,0.7813885883896926,0.8187435921529963,True
100,"(100,)",DR_propensity_correct_Q_wrong,0.8002121009690355,0.010066739874258152,0.7804812908154896,0.8199429111225814,True
100,"(100,)",DR_Q_correct_propensity_wrong,0.7766571209039834,0.05367859020882295,0.6714470840946904,0.8818671577132764,True
100,"(100,)",DR_both_wrong,1.3917461300781244,0.05401248828780816,1.2858816530340205,1.4976106071222284,False
100,"(100,)",IPW_propensity_correct,0.7858504911093318,0.03713492728406453,0.7130660336325654,0.8586349485860982,True
100,"(100,)",IPW_propensity_wrong,1.3468686316406278,0.07896000886376926,1.19210701426764,1.5016302490136155,False
100,"(100,)",Direct_Q_correct,0.8077927713099256,0.006437885513804577,0.7951745157028686,0.8204110269169825,True
100,"(100,)",Direct_Q_wrong,0.6021259374999984,0.010617360621403102,0.5813159106820484,0.6229359643179485,False
101,"(101,)",DR_both_correct,0.7977501121786804,0.009882207307289998,0.778380985856392,0.8171192385009688,True
101,"(101,)",DR_propensity_correct_Q_wrong,0.7942085876251416,0.010434784936125723,0.7737564091503352,0.814660766099948,True
101,"(101,)",DR_Q_correct_propensity_wrong,0.7882942397994134,0.056297973459408256,0.6779502118189732,0.8986382677798536,True
101,"(101,)",DR_both_wrong,1.4069537656249989,0.05679343786483094,1.2956386274099303,1.5182689038400674,False
101,"(101,)",IPW_propensity_correct,0.8255160706242094,0.03803139635915827,0.7509745337602591,0.9000576074881597,True
101,"(101,)",IPW_propensity_wrong,1.4581076203125005,0.08124571610494823,1.298866016746802,1.617349223878199,False
101,"(101,)",Direct_Q_correct,0.8059959929528943,0.006364112644487609,0.7935223321696986,0.8184696537360899,True
101,"(101,)",Direct_Q_wrong,0.5946228124999986,0.010616033293700044,0.5738153872443466,0.6154302377556506,False
102,"(102,)",DR_both_correct,0.8140013457065602,0.009155171778740706,0.7960572090202285,0.831945482392892,True
102,"(102,)",DR_propensity_correct_Q_wrong,0.8183021127846534,0.009580143981209852,0.799525030581482,0.8370791949878247,False
102,"(102,)",DR_Q_correct_propensity_wrong,0.8486059312394141,0.05361265445343431,0.7435251285106829,0.9536867339681453,True
102,"(102,)",DR_both_wrong,1.4767636468750025,0.0558335652444607,1.3673298589958596,1.5861974347541454,False
102,"(102,)",IPW_propensity_correct,0.8790116721882191,0.03951399903231906,0.8015642340848738,0.9564591102915644,False
102,"(102,)",IPW_propensity_wrong,1.4968041867187512,0.08096173651579332,1.3381191831477963,1.655489190289706,False
102,"(102,)",Direct_Q_correct,0.8082600518117219,0.006392168060847418,0.795731402412461,0.8207887012109828,True
102,"(102,)",Direct_Q_wrong,0.5998749999999989,0.010617659247268907,0.5790643878753519,0.620685612124646,False
103,"(103,)",DR_both_correct,0.8009539752927496,0.009729586572494302,0.7818839856106607,0.8200239649748384,True
103,"(103,)",DR_propensity_correct_Q_wrong,0.8042716637870089,0.010029242684955017,0.784614348124497,0.8239289794495207,True
103,"(103,)",DR_Q_correct_propensity_wrong,0.7359600193658598,0.058955570464707216,0.6204071012550336,0.8515129374766859,True
103,"(103,)",DR_both_wrong,1.3907742234374982,0.05693512873932962,1.2791813711084121,1.5023670757665843,False
103,"(103,)",IPW_propensity_correct,0.7416002702730878,0.03580700720839169,0.6714185361446401,0.8117820044015356,True
103,"(103,)",IPW_propensity_wrong,1.3275136757812525,0.07714493730609154,1.176309598661313,1.478717752901192,False
103,"(103,)",Direct_Q_correct,0.804103603403597,0.00637872763006598,0.7916012972486677,0.8166059095585263,True
103,"(103,)",Direct_Q_wrong,0.5916215624999985,0.010613643685530257,0.5708188208763593,0.6124243041236378,False
104,"(104,)",DR_both_correct,0.7925533569612142,0.009845961404139547,0.7732552726091007,0.8118514413133278,True
104,"(104,)",DR_propensity_correct_Q_wrong,0.7932152219021218,0.010463796416142207,0.772706180926483,0.8137242628777606,True
104,"(104,)",DR_Q_correct_propensity_wrong,0.7789615299830861,0.05468260247480965,0.6717836291324591,0.886139430833713,True
104,"(104,)",DR_both_wrong,1.4166097449218733,0.0558425659946766,1.3071583155723072,1.5260611742714394,False
104,"(104,)",IPW_propensity_correct,0.7295082914162968,0.03732196879455957,0.6563572325789601,0.8026593502536336,True
104,"(104,)",IPW_propensity_wrong,1.2810951082031274,0.07777841531744019,1.1286494141809447,1.4335408022253102,False
104,"(104,)",Direct_Q_correct,0.7906947926833626,0.00639964508468242,0.7781514883173851,0.8032380970493401,True
104,"(104,)",Direct_Q_wrong,0.5721134374999991,0.010572137991808733,0.5513920470360539,0.5928348279639443,False
105,"(105,)",DR_both_correct,0.7901188603223646,0.0098793568375066,0.7707553209208516,0.8094823997238775,True
105,"(105,)",DR_propensity_correct_Q_wrong,0.7888632226231249,0.010749394046952352,0.7677944102910983,0.8099320349551515,True
105,"(105,)",DR_Q_correct_propensity_wrong,0.7807075850906628,0.05392747451573542,0.6750097350398214,0.8864054351415043,True
105,"(105,)",DR_both_wrong,1.4181266484374995,0.05509294797969925,1.3101444703972889,1.52610882647771,False
105,"(105,)",IPW_propensity_correct,0.8300857342919024,0.03731170839931863,0.7569547858292378,0.9032166827545669,True
105,"(105,)",IPW_propensity_wrong,1.44344650078125,0.07790302494836489,1.2907565718824547,1.5961364296800453,False
105,"(105,)",Direct_Q_correct,0.7875979597595345,0.006363716923583799,0.7751250745893102,0.8000708449297588,True
105,"(105,)",Direct_Q_wrong,0.5646103124999997,0.01054410947431866,0.5439438579303352,0.5852767670696642,False
106,"(106,)",DR_both_correct,0.7986323903147167,0.009834424632074788,0.77935691803585,0.8179078625935833,True
106,"(106,)",DR_propensity_correct_Q_wrong,0.8043347561730332,0.010529645474888969,0.7836966510422508,0.8249728613038155,True
106,"(106,)",DR_Q_correct_propensity_wrong,0.8267374647177735,0.057262010076410484,0.714503924968009,0.9389710044675381,True
106,"(106,)",DR_both_wrong,1.4625993660156251,0.06032505598880145,1.3443622562775743,1.580836475753676,False
106,"(106,)",IPW_propensity_correct,0.7391585862389225,0.03614003760120787,0.6683241125405551,0.8099930599372899,True
106,"(106,)",IPW_propensity_wrong,1.4553325382812508,0.08584631484140144,1.287073761192104,1.6235913153703976,False
106,"(106,)",Direct_Q_correct,0.8041175007293786,0.006437090988247859,0.7915008023924128,0.8167341990663444,True
106,"(106,)",Direct_Q_wrong,0.5953731249999986,0.010616464693406213,0.5745648542009224,0.6161813957990748,False
107,"(107,)",DR_both_correct,0.784970205671609,0.009932043857428444,0.7655033997110493,0.8044370116321687,True
107,"(107,)",DR_propensity_correct_Q_wrong,0.7867646180711924,0.01031456796464584,0.7665480648604865,0.8069811712818982,True
107,"(107,)",DR_Q_correct_propensity_wrong,0.6906835924267568,0.05628516451987631,0.5803646699677992,0.8010025148857144,True
107,"(107,)",DR_both_wrong,1.3393216480468748,0.055106545324517225,1.2313128192108211,1.4473304768829285,False
107,"(107,)",IPW_propensity_correct,0.7669769553817991,0.037173523483479305,0.6941168493541796,0.8398370614094186,True
107,"(107,)",IPW_propensity_wrong,1.2841929984375005,0.07547320592482075,1.1362655148248517,1.4321204820501492,False
107,"(107,)",Direct_Q_correct,0.7943739547463309,0.006362499109221988,0.7819034564922558,0.806844453000406,True
107,"(107,)",Direct_Q_wrong,0.5751146874999996,0.01058146433257966,0.5543750174081434,0.5958543575918558,False
108,"(108,)",DR_both_correct,0.7901992568931725,0.010182009601947095,0.7702425180733562,0.8101559957129888,True
108,"(108,)",DR_propensity_correct_Q_wrong,0.7843905417824453,0.010531020527079394,0.7637497415493697,0.8050313420155208,True
108,"(108,)",DR_Q_correct_propensity_wrong,0.7396492372403505,0.056529761281097005,0.6288509051294003,0.8504475693513006,True
108,"(108,)",DR_both_wrong,1.3748175578124986,0.055467555978458,1.2661011480947209,1.4835339675302763,False
108,"(108,)",IPW_propensity_correct,0.802329190962569,0.03788488936330487,0.7280748078104915,0.8765835741146466,True
108,"(108,)",IPW_propensity_wrong,1.3429094226562521,0.07649097577962835,1.1929871101281806,1.4928317351843237,False
108,"(108,)",Direct_Q_correct,0.7948291056978165,0.006430080797860687,0.7822261473340095,0.8074320640616235,True
108,"(108,)",Direct_Q_wrong,0.5796165624999996,0.0105934432773018,0.5588534136764881,0.6003797113235111,False
109,"(109,)",DR_both_correct,0.790528773454534,0.010117671643524041,0.7706981370332269,0.8103594098758411,True
109,"(109,)",DR_propensity_correct_Q_wrong,0.7902806679005043,0.010685304287737637,0.7693374714965385,0.8112238643044701,True
109,"(109,)",DR_Q_correct_propensity_wrong,0.7885889174781637,0.05687494194642823,0.6771140312631644,0.9000638036931631,True
109,"(109,)",DR_both_wrong,1.4351110152343762,0.05817492459953531,1.321088163019287,1.5491338674494655,False
109,"(109,)",IPW_propensity_correct,0.766538075497312,0.03699152140339057,0.6940346935466665,0.8390414574479576,True
109,"(109,)",IPW_propensity_wrong,1.3764263050781258,0.07776562744657342,1.2240056752828419,1.5288469348734097,False
109,"(109,)",Direct_Q_correct,0.8000679406109421,0.006430784144969649,0.7874636036868016,0.8126722775350826,True
109,"(109,)",Direct_Q_wrong,0.5886203124999984,0.010610191079159045,0.5678243379848467,0.60941628701515,False
110,"(110,)",DR_both_correct,0.7936822323140953,0.009660750020754588,0.7747471622734163,0.8126173023547743,True
110,"(110,)",DR_propensity_correct_Q_wrong,0.7944469822507785,0.01025430532014507,0.7743485438232941,0.8145454206782629,True
110,"(110,)",DR_Q_correct_propensity_wrong,0.8192654182349604,0.05753718708286207,0.7064925315525508,0.9320383049173699,True
110,"(110,)",DR_both_wrong,1.488994181640625,0.05898401272713661,1.3733855166954372,1.6046028465858126,False
110,"(110,)",IPW_propensity_correct,0.7524874486385319,0.037985012839272005,0.6780368234735588,0.826938073803505,True
110,"(110,)",IPW_propensity_wrong,1.4183253714843769,0.08020539002491955,1.2611228070355345,1.5755279359332193,False
110,"(110,)",Direct_Q_correct,0.7890606310247699,0.006383893919808656,0.7765481989419449,0.8015730631075948,True
110,"(110,)",Direct_Q_wrong,0.568361874999999,0.010558967182310712,0.54766629932267,0.5890574506773281,False
111,"(111,)",DR_both_correct,0.7923645199516811,0.010168053076977053,0.772435135920806,0.8122939039825562,True
111,"(111,)",DR_propensity_correct_Q_wrong,0.7992953214795672,0.01087802460217395,0.7779743932593062,0.8206162496998282,True
111,"(111,)",DR_Q_correct_propensity_wrong,0.7842339562713667,0.056892267564138586,0.6727251118456551,0.8957428006970783,True
111,"(111,)",DR_both_wrong,1.4436320964843736,0.057711322029210144,1.3305179053071217,1.5567462876616256,False
111,"(111,)",IPW_propensity_correct,0.8103139156707041,0.03869022095183331,0.7344810826051108,0.8861467487362974,True
111,"(111,)",IPW_propensity_wrong,1.4445094593750014,0.0813465090837619,1.285070301570828,1.6039486171791748,False
111,"(111,)",Direct_Q_correct,0.798853610531644,0.006402103586864991,0.7863054875013886,0.8114017335618995,True
111,"(111,)",Direct_Q_wrong,0.5848687499999998,0.01060437886777845,0.564084167419154,0.6056533325808456,False
112,"(112,)",DR_both_correct,0.7854745983644058,0.010307715639659569,0.765271475710673,0.8056777210181386,True
112,"(112,)",DR_propensity_correct_Q_wrong,0.7881515341168095,0.010891824402579907,0.7668035582877529,0.8094995099458661,True
112,"(112,)",DR_Q_correct_propensity_wrong,0.844433445612031,0.054822384487964275,0.7369815720156211,0.951885319208441,True
112,"(112,)",DR_both_wrong,1.5003872570312489,0.057943889262440776,1.386817234076865,1.6139572799856328,False
112,"(112,)",IPW_propensity_correct,0.817875044631413,0.039405660830889,0.7406399494028706,0.8951101398599555,True
112,"(112,)",IPW_propensity_wrong,1.3966118812500021,0.07603313520341579,1.2475869362513072,1.545636826248697,False
112,"(112,)",Direct_Q_correct,0.7906310844509405,0.006349449541674841,0.7781861633492578,0.8030760055526233,True
112,"(112,)",Direct_Q_wrong,0.5683618749999998,0.010558967182310705,0.5476662993226709,0.5890574506773287,False
113,"(113,)",DR_both_correct,0.7964787716426186,0.009779655726076147,0.7773106464195093,0.8156468968657279,True
113,"(113,)",DR_propensity_correct_Q_wrong,0.7965661384597166,0.01032599491398561,0.7763271884283047,0.8168050884911284,True
113,"(113,)",DR_Q_correct_propensity_wrong,0.7908943408058193,0.05540521364329906,0.6823001220649532,0.8994885595466855,True
113,"(113,)",DR_both_wrong,1.4122196328124985,0.056262303654902646,1.3019455176488894,1.5224937479761076,False
113,"(113,)",IPW_propensity_correct,0.7821137501886392,0.036926159764348813,0.7097384770505155,0.8544890233267628,True
113,"(113,)",IPW_propensity_wrong,1.3749143484375026,0.07865773883104656,1.2207451803286513,1.5290835165463539,False
113,"(113,)",Direct_Q_correct,0.798184802139379,0.0064331289220116395,0.7855758694522362,0.8107937348265218,True
113,"(113,)",Direct_Q_wrong,0.5856190624999987,0.0106056744364307,0.5648319406045945,0.606406184395403,False
114,"(114,)",DR_both_correct,0.8110173368328953,0.009214202612972401,0.7929574997114694,0.8290771739543212,True
114,"(114,)",DR_propensity_correct_Q_wrong,0.8127767552838356,0.00993439955704658,0.7933053321520244,0.8322481784156469,True
114,"(114,)",DR_Q_correct_propensity_wrong,0.7998766592943745,0.05231195265274617,0.697345232094992,0.9024080864937569,True
114,"(114,)",DR_both_wrong,1.388175968749998,0.05411168024981254,1.2821170754603655,1.4942348620396304,False
114,"(114,)",IPW_propensity_correct,0.7454705363037979,0.03577720559196876,0.6753472133435391,0.8155938592640567,True
114,"(114,)",IPW_propensity_wrong,1.2775875902343763,0.07601949572664847,1.1285893786101453,1.4265858018586073,False
114,"(114,)",Direct_Q_correct,0.7986089025839103,0.006427639146596579,0.7860107298565809,0.8112070753112396,True
114,"(114,)",Direct_Q_wrong,0.5856190624999996,0.0106056744364307,0.5648319406045954,0.6064061843954038,False
115,"(115,)",DR_both_correct,0.8026128097204165,0.00945551580865071,0.7840799987354611,0.8211456207053719,True
115,"(115,)",DR_propensity_correct_Q_wrong,0.8017914536992972,0.010282993108887375,0.7816367872058779,0.8219461201927164,True
115,"(115,)",DR_Q_correct_propensity_wrong,0.7908906034328511,0.05358606466757896,0.6858619166843963,0.8959192901813059,True
115,"(115,)",DR_both_wrong,1.404819824218749,0.05588340817957698,1.2952883441867782,1.51435130425072,False
115,"(115,)",IPW_propensity_correct,0.7902692159033475,0.037459010004484615,0.7168495562945577,0.8636888755121374,True
115,"(115,)",IPW_propensity_wrong,1.2708797109375032,0.07490822073983164,1.1240595982874333,1.417699823587573,False
115,"(115,)",Direct_Q_correct,0.7990755474586752,0.006386002131533734,0.786558983280869,0.8115921116364813,True
115,"(115,)",Direct_Q_wrong,0.584118437499999,0.01060301668901891,0.563336524789522,0.6049003502104761,False
116,"(116,)",DR_both_correct,0.8208378345072466,0.008817822811196023,0.8035549017973024,0.8381207672171908,False
116,"(116,)",DR_propensity_correct_Q_wrong,0.8127243500792255,0.009509469996860441,0.7940857888853791,0.8313629112730719,True
116,"(116,)",DR_Q_correct_propensity_wrong,0.9097864694471882,0.05141493774083801,0.8090131914751457,1.0105597474192307,False
116,"(116,)",DR_both_wrong,1.5227659617187488,0.055627389348329004,1.413736278596024,1.6317956448414737,False
116,"(116,)",IPW_propensity_correct,0.8168693570363048,0.03816062979233247,0.7420745226433332,0.8916641914292764,True
116,"(116,)",IPW_propensity_wrong,1.422079181250001,0.07891838748102392,1.2673991417871942,1.576759220712808,False
116,"(116,)",Direct_Q_correct,0.8070186818464875,0.006364344744171637,0.7945445661479111,0.8194927975450639,True
116,"(116,)",Direct_Q_wrong,0.5961234374999983,0.01061682971023509,0.5753144512679376,0.616932423732059,False
117,"(117,)",DR_both_correct,0.7701056769202627,0.010496648534888528,0.7495322457918812,0.7906791080486442,False
117,"(117,)",DR_propensity_correct_Q_wrong,0.7699012901198443,0.010812878940746184,0.7487080473959818,0.7910945328437068,False
117,"(117,)",DR_Q_correct_propensity_wrong,0.6394838206537485,0.06241524964954033,0.5171499313406495,0.7618177099668476,False
117,"(117,)",DR_both_wrong,1.3393762156249998,0.059907357822471814,1.221957794292955,1.4567946369570446,False
117,"(117,)",IPW_propensity_correct,0.77611978806596,0.03566314197535372,0.7062200297942668,0.8460195463376533,True
117,"(117,)",IPW_propensity_wrong,1.3857538066406283,0.07718129335744549,1.2344784716600352,1.5370291416212214,False
117,"(117,)",Direct_Q_correct,0.7883050851351601,0.00643437115370238,0.7756937176739034,0.8009164525964168,True
117,"(117,)",Direct_Q_wrong,0.5698624999999994,0.010564437562511513,0.5491562023774769,0.5905687976225219,False
118,"(118,)",DR_both_correct,0.8036823295763316,0.009444191628766656,0.7851717139839489,0.8221929451687142,True
118,"(118,)",DR_propensity_correct_Q_wrong,0.8012255104883961,0.01009573799762212,0.7814378640130567,0.8210131569637354,True
118,"(118,)",DR_Q_correct_propensity_wrong,0.8334513661098822,0.053698329303944914,0.7282026406741502,0.9387000915456143,True
118,"(118,)",DR_both_wrong,1.463898324999999,0.05587758694914026,1.354378254579684,1.573418395420314,False
118,"(118,)",IPW_propensity_correct,0.7506914709976114,0.0359039859695672,0.6803196584972596,0.8210632834979631,True
118,"(118,)",IPW_propensity_wrong,1.3756182445312544,0.07851454735519002,1.221729731715082,1.5295067573474268,False
118,"(118,)",Direct_Q_correct,0.8031046985405509,0.006423032973639092,0.7905155539122183,0.8156938431688835,True
118,"(118,)",Direct_Q_wrong,0.5931221874999989,0.01061497131203704,0.5723168437284063,0.6139275312715915,False
119,"(119,)",DR_both_correct,0.7837623346839605,0.009866444533814052,0.764424103397685,0.803100565970236,True
119,"(119,)",DR_propensity_correct_Q_wrong,0.7877066107353723,0.0107852423351594,0.7665675357584598,0.8088456857122848,True
119,"(119,)",DR_Q_correct_propensity_wrong,0.8112249132095307,0.05696008029027061,0.6995831558406003,0.9228666705784612,True
119,"(119,)",DR_both_wrong,1.4737017058593744,0.06093771512062174,1.354263784222956,1.593139627495793,False
119,"(119,)",IPW_propensity_correct,0.7488201915284507,0.03756560696538752,0.6751916018762911,0.8224487811806103,True
119,"(119,)",IPW_propensity_wrong,1.4106798855468756,0.08531010327635,1.2434720831252297,1.5778876879685215,False
119,"(119,)",Direct_Q_correct,0.7902053767878947,0.006449848177254821,0.7775636743604752,0.8028470792153142,True
119,"(119,)",Direct_Q_wrong,0.5736140624999989,0.010576935422746368,0.552883269071416,0.5943448559285818,False
120,"(120,)",DR_both_correct,0.8018745106237213,0.009598179631874216,0.7830620785452478,0.8206869427021948,True
120,"(120,)",DR_propensity_correct_Q_wrong,0.8040808933195652,0.010034747499808833,0.7844127882199399,0.8237489984191906,True
120,"(120,)",DR_Q_correct_propensity_wrong,0.7974824254182422,0.05760334622769979,0.6845798668119506,0.9103849840245338,True
120,"(120,)",DR_both_wrong,1.4520770386718727,0.059591094949344926,1.3352784925711565,1.5688755847725888,False
120,"(120,)",IPW_propensity_correct,0.8140319890716262,0.039066627547675724,0.7374613990781818,0.8906025790650707,True
120,"(120,)",IPW_propensity_wrong,1.3497444632812527,0.07722045032262244,1.1983923806489127,1.5010965459135928,False
120,"(120,)",Direct_Q_correct,0.800888088604222,0.006363760406325478,0.7884151182078241,0.81336105900062,True
120,"(120,)",Direct_Q_wrong,0.5856190624999986,0.0106056744364307,0.5648319406045944,0.6064061843954028,False
121,"(121,)",DR_both_correct,0.8002599200539372,0.009511946865430089,0.7816165041976942,0.8189033359101802,True
121,"(121,)",DR_propensity_correct_Q_wrong,0.7999556745641647,0.010154491171669933,0.7800528718676917,0.8198584772606378,True
121,"(121,)",DR_Q_correct_propensity_wrong,0.8000248456169133,0.051729463031222736,0.6986350980757168,0.9014145931581099,True
121,"(121,)",DR_both_wrong,1.4137871968749993,0.05370067019164412,1.308533883299377,1.5190405104506217,False
121,"(121,)",IPW_propensity_correct,0.801343507705345,0.038106085743899884,0.7266555796473012,0.8760314357633888,True
121,"(121,)",IPW_propensity_wrong,1.3858594406250015,0.07609905915708413,1.2367052846771167,1.5350135965728864,False
121,"(121,)",Direct_Q_correct,0.793856863337894,0.0064156531892710505,0.7812821830869227,0.8064315435888653,True
121,"(121,)",Direct_Q_wrong,0.577365624999999,0.010587754968439975,0.5566136252618566,0.5981176247381413,False
122,"(122,)",DR_both_correct,0.8211502901630869,0.009646083874522645,0.8022439657690226,0.8400566145571513,False
122,"(122,)",DR_propensity_correct_Q_wrong,0.8218797704363012,0.010222772221145386,0.8018431368828562,0.8419164039897462,False
122,"(122,)",DR_Q_correct_propensity_wrong,0.8044104301352729,0.05349584936731517,0.6995585653753352,0.9092622948952106,True
122,"(122,)",DR_both_wrong,1.3670999882812478,0.05351927391019738,1.2622022114172609,1.4719977651452347,False
122,"(122,)",IPW_propensity_correct,0.8701217903728988,0.03884853532001813,0.7939786611456633,0.9462649196001344,True
122,"(122,)",IPW_propensity_wrong,1.3390283144531268,0.07434850066236663,1.1933052531548882,1.4847513757513653,False
122,"(122,)",Direct_Q_correct,0.8138431387656295,0.006362963428278926,0.8013717304462028,0.8263145470850563,False
122,"(122,)",Direct_Q_wrong,0.6073781249999982,0.010614340710151576,0.5865740172081011,0.6281822327918953,False
123,"(123,)",DR_both_correct,0.813427437044732,0.008883414799718062,0.7960159440372846,0.8308389300521793,True
123,"(123,)",DR_propensity_correct_Q_wrong,0.8179004599072962,0.009652551681635726,0.7989814586112902,0.8368194612033022,False
123,"(123,)",DR_Q_correct_propensity_wrong,0.8509158671159366,0.052583259588282305,0.7478526783229033,0.9539790559089699,True
123,"(123,)",DR_both_wrong,1.4912389539062494,0.05544205263763129,1.382572530736492,1.5999053770760068,False
123,"(123,)",IPW_propensity_correct,0.8282622033264232,0.03741693498711178,0.7549250107516841,0.9015993959011623,True
123,"(123,)",IPW_propensity_wrong,1.4683930207031255,0.07858809996432511,1.3143603447730483,1.6224256966332027,False
123,"(123,)",Direct_Q_correct,0.8024460350972685,0.006380126020333436,0.789940988097415,0.8149510820971221,True
123,"(123,)",Direct_Q_wrong,0.5886203124999991,0.01061019107915905,0.5678243379848474,0.6094162870151508,False
124,"(124,)",DR_both_correct,0.8107559664047629,0.00891994927143457,0.7932728658327511,0.8282390669767746,True
124,"(124,)",DR_propensity_correct_Q_wrong,0.808574246308427,0.00956240628958739,0.7898319299808357,0.8273165626360183,True
124,"(124,)",DR_Q_correct_propensity_wrong,0.8789856331791018,0.05015385553448907,0.7806840763315033,0.9772871900267004,True
124,"(124,)",DR_both_wrong,1.4960895750000012,0.053894903699737186,1.3904555637485163,1.601723586251486,False
124,"(124,)",IPW_propensity_correct,0.7814971296998329,0.03721837375807085,0.708549117134014,0.8544451422656517,True
124,"(124,)",IPW_propensity_wrong,1.4173637542968778,0.07847117641747031,1.263560248518636,1.5711672600751196,False
