0.00.069.037 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.070.397 W srv  llama_server: -----------------
0.00.070.399 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.070.399 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.070.400 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.070.400 W srv  llama_server: -----------------
0.00.072.559 I srv    load_model: loading model '/Users/yukangzengcmac/.cache/huggingface/hub/models--Qwen--Qwen2.5-3B-Instruct-GGUF/snapshots/7dabda4d13d513e3e842b20f0d435c732f172cbe/qwen2.5-3b-instruct-q4_k_m.gguf'
0.00.235.557 W load: control-looking token: 128247 '</s>' was not control-type; this is probably a bug in the model. its type will be overridden
0.00.443.132 I cmn          init: llama threadpool init, n_threads = 4
0.00.523.047 I srv    load_model: initializing, n_slots = 4, n_ctx_slot = 8192, kv_unified = 'false'
0.00.529.607 I srv  llama_server: model loaded
0.00.529.609 I srv  llama_server: listening on http://127.0.0.1:8193
0.04.628.949 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = -1
0.51.673.559 I slot print_timing: id  0 | task 1719 | prompt eval time =     186.51 ms /   249 tokens (    0.75 ms per token,  1335.04 tokens per second)
0.51.673.561 I slot print_timing: id  0 | task 1719 |        eval time =     407.03 ms /    20 tokens (   21.42 ms per token,    46.68 tokens per second)
0.51.673.561 I slot print_timing: id  0 | task 1719 |       total time =     593.54 ms /   269 tokens
0.51.673.561 I slot print_timing: id  0 | task 1719 |    graphs reused =       1601
0.51.673.577 I slot      release: id  0 | task 1719 | stop processing: n_tokens = 268, truncated = 0
0.51.678.727 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.485 (> 0.100 thold), f_keep = 0.746
0.51.678.740 I slot launch_slot_: id  0 | task 1740 | processing task, is_child = 0
0.53.704.440 I slot print_timing: id  0 | task 1740 | prompt eval time =     367.11 ms /   412 tokens (    0.89 ms per token,  1122.29 tokens per second)
0.53.704.446 I slot print_timing: id  0 | task 1740 |        eval time =    1658.50 ms /    78 tokens (   21.54 ms per token,    46.43 tokens per second)
0.53.704.447 I slot print_timing: id  0 | task 1740 |       total time =    2025.60 ms /   490 tokens
0.53.704.447 I slot print_timing: id  0 | task 1740 |    graphs reused =       1677
0.53.704.482 I slot      release: id  0 | task 1740 | stop processing: n_tokens = 489, truncated = 0
0.53.714.054 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.412 (> 0.100 thold), f_keep = 0.409
0.53.716.058 I slot launch_slot_: id  0 | task 1819 | processing task, is_child = 0
0.55.647.686 I slot print_timing: id  0 | task 1819 | prompt eval time =     380.79 ms /   485 tokens (    0.79 ms per token,  1273.66 tokens per second)
0.55.647.688 I slot print_timing: id  0 | task 1819 |        eval time =    1550.68 ms /    73 tokens (   21.54 ms per token,    46.43 tokens per second)
0.55.647.688 I slot print_timing: id  0 | task 1819 |       total time =    1931.47 ms /   558 tokens
0.55.647.689 I slot print_timing: id  0 | task 1819 |    graphs reused =       1747
0.55.647.711 I slot      release: id  0 | task 1819 | stop processing: n_tokens = 557, truncated = 0
0.55.652.850 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.879 (> 0.100 thold), f_keep = 0.404
0.55.654.317 I slot launch_slot_: id  0 | task 1893 | processing task, is_child = 0
0.58.474.454 I slot print_timing: id  0 | task 1893 | prompt eval time =     187.59 ms /   256 tokens (    0.73 ms per token,  1364.71 tokens per second)
0.58.474.456 I slot print_timing: id  0 | task 1893 |        eval time =    2632.46 ms /   123 tokens (   21.58 ms per token,    46.34 tokens per second)
0.58.474.457 I slot print_timing: id  0 | task 1893 |       total time =    2820.04 ms /   379 tokens
0.58.474.457 I slot print_timing: id  0 | task 1893 |    graphs reused =       1868
0.58.474.479 I slot      release: id  0 | task 1893 | stop processing: n_tokens = 378, truncated = 0
0.58.483.086 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.517 (> 0.100 thold), f_keep = 0.595
0.58.483.106 I slot launch_slot_: id  0 | task 2017 | processing task, is_child = 0
0.59.786.367 I slot print_timing: id  0 | task 2017 | prompt eval time =     373.27 ms /   435 tokens (    0.86 ms per token,  1165.38 tokens per second)
0.59.786.368 I slot print_timing: id  0 | task 2017 |        eval time =     929.86 ms /    44 tokens (   21.62 ms per token,    46.24 tokens per second)
0.59.786.369 I slot print_timing: id  0 | task 2017 |       total time =    1303.12 ms /   479 tokens
0.59.786.369 I slot print_timing: id  0 | task 2017 |    graphs reused =       1910
0.59.786.388 I slot      release: id  0 | task 2017 | stop processing: n_tokens = 478, truncated = 0
0.59.791.572 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.910
0.59.791.587 I slot launch_slot_: id  0 | task 2062 | processing task, is_child = 0
1.00.575.693 I slot print_timing: id  0 | task 2062 | prompt eval time =     372.35 ms /   435 tokens (    0.86 ms per token,  1168.24 tokens per second)
1.00.575.695 I slot print_timing: id  0 | task 2062 |        eval time =     411.66 ms /    20 tokens (   21.67 ms per token,    46.15 tokens per second)
1.00.575.695 I slot print_timing: id  0 | task 2062 |       total time =     784.01 ms /   455 tokens
1.00.575.696 I slot print_timing: id  0 | task 2062 |    graphs reused =       1928
1.00.575.719 I slot      release: id  0 | task 2062 | stop processing: n_tokens = 454, truncated = 0
1.00.580.864 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.879 (> 0.100 thold), f_keep = 0.496
1.00.582.077 I slot launch_slot_: id  0 | task 2083 | processing task, is_child = 0
1.03.686.400 I slot print_timing: id  0 | task 2083 | prompt eval time =     187.93 ms /   256 tokens (    0.73 ms per token,  1362.23 tokens per second)
1.03.686.402 I slot print_timing: id  0 | task 2083 |        eval time =    2916.31 ms /   137 tokens (   21.44 ms per token,    46.63 tokens per second)
1.03.686.402 I slot print_timing: id  0 | task 2083 |       total time =    3104.23 ms /   393 tokens
1.03.686.403 I slot print_timing: id  0 | task 2083 |    graphs reused =       2063
1.03.686.417 I slot      release: id  0 | task 2083 | stop processing: n_tokens = 392, truncated = 0
1.03.691.546 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.485 (> 0.100 thold), f_keep = 0.510
1.03.691.560 I slot launch_slot_: id  0 | task 2221 | processing task, is_child = 0
1.05.480.851 I slot print_timing: id  0 | task 2221 | prompt eval time =     366.64 ms /   412 tokens (    0.89 ms per token,  1123.72 tokens per second)
1.05.480.853 I slot print_timing: id  0 | task 2221 |        eval time =    1422.56 ms /    67 tokens (   21.55 ms per token,    46.40 tokens per second)
1.05.480.853 I slot print_timing: id  0 | task 2221 |       total time =    1789.20 ms /   479 tokens
1.05.480.854 I slot print_timing: id  0 | task 2221 |    graphs reused =       2128
1.05.480.873 I slot      release: id  0 | task 2221 | stop processing: n_tokens = 478, truncated = 0
1.05.486.110 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.412 (> 0.100 thold), f_keep = 0.418
1.05.487.924 I slot launch_slot_: id  0 | task 2289 | processing task, is_child = 0
1.06.872.459 I slot print_timing: id  0 | task 2289 | prompt eval time =     378.54 ms /   485 tokens (    0.78 ms per token,  1281.22 tokens per second)
1.06.872.462 I slot print_timing: id  0 | task 2289 |        eval time =    1005.89 ms /    47 tokens (   21.87 ms per token,    45.73 tokens per second)
1.06.872.462 I slot print_timing: id  0 | task 2289 |       total time =    1384.44 ms /   532 tokens
1.06.872.463 I slot print_timing: id  0 | task 2289 |    graphs reused =       2172
1.06.872.487 I slot      release: id  0 | task 2289 | stop processing: n_tokens = 531, truncated = 0
1.06.880.699 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.904 (> 0.100 thold), f_keep = 0.424
1.06.882.349 I slot launch_slot_: id  0 | task 2337 | processing task, is_child = 0
1.07.480.740 I slot print_timing: id  0 | task 2337 | prompt eval time =     189.56 ms /   249 tokens (    0.76 ms per token,  1313.60 tokens per second)
1.07.480.742 I slot print_timing: id  0 | task 2337 |        eval time =     408.70 ms /    20 tokens (   21.51 ms per token,    46.49 tokens per second)
1.07.480.742 I slot print_timing: id  0 | task 2337 |       total time =     598.25 ms /   269 tokens
1.07.480.743 I slot print_timing: id  0 | task 2337 |    graphs reused =       2189
1.07.480.757 I slot      release: id  0 | task 2337 | stop processing: n_tokens = 268, truncated = 0
1.07.491.218 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.116 (> 0.100 thold), f_keep = 0.090
1.07.491.755 I slot launch_slot_: id  0 | task 2359 | processing task, is_child = 0
1.08.544.507 I slot print_timing: id  0 | task 2359 | prompt eval time =     172.41 ms /   207 tokens (    0.83 ms per token,  1200.60 tokens per second)
1.08.544.509 I slot print_timing: id  0 | task 2359 |        eval time =     880.25 ms /    42 tokens (   21.47 ms per token,    46.58 tokens per second)
1.08.544.512 I slot print_timing: id  0 | task 2359 |       total time =    1052.66 ms /   249 tokens
1.08.544.512 I slot print_timing: id  0 | task 2359 |    graphs reused =       2229
1.08.544.525 I slot      release: id  0 | task 2359 | stop processing: n_tokens = 248, truncated = 0
1.08.549.590 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.880 (> 0.100 thold), f_keep = 0.710
1.08.549.603 I slot launch_slot_: id  0 | task 2402 | processing task, is_child = 0
1.08.936.482 I slot print_timing: id  0 | task 2402 | prompt eval time =     171.75 ms /   200 tokens (    0.86 ms per token,  1164.50 tokens per second)
1.08.936.484 I slot print_timing: id  0 | task 2402 |        eval time =     215.04 ms /    11 tokens (   21.50 ms per token,    46.50 tokens per second)
1.08.936.484 I slot print_timing: id  0 | task 2402 |       total time =     386.79 ms /   211 tokens
1.08.936.485 I slot print_timing: id  0 | task 2402 |    graphs reused =       2238
1.08.936.499 I slot      release: id  0 | task 2402 | stop processing: n_tokens = 210, truncated = 0
1.08.941.520 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.462 (> 0.100 thold), f_keep = 0.752
1.08.941.534 I slot launch_slot_: id  0 | task 2414 | processing task, is_child = 0
1.09.448.194 I slot print_timing: id  0 | task 2414 | prompt eval time =     271.29 ms /   342 tokens (    0.79 ms per token,  1260.64 tokens per second)
1.09.448.196 I slot print_timing: id  0 | task 2414 |        eval time =     235.28 ms /    12 tokens (   21.39 ms per token,    46.75 tokens per second)
1.09.448.196 I slot print_timing: id  0 | task 2414 |       total time =     506.57 ms /   354 tokens
1.09.448.196 I slot print_timing: id  0 | task 2414 |    graphs reused =       2248
1.09.448.216 I slot      release: id  0 | task 2414 | stop processing: n_tokens = 353, truncated = 0
1.09.453.205 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.420 (> 0.100 thold), f_keep = 0.448
1.09.454.218 I slot launch_slot_: id  0 | task 2427 | processing task, is_child = 0
1.11.614.836 I slot print_timing: id  0 | task 2427 | prompt eval time =     283.98 ms /   376 tokens (    0.76 ms per token,  1324.04 tokens per second)
1.11.614.837 I slot print_timing: id  0 | task 2427 |        eval time =    1876.55 ms /    88 tokens (   21.57 ms per token,    46.36 tokens per second)
1.11.614.838 I slot print_timing: id  0 | task 2427 |       total time =    2160.53 ms /   464 tokens
1.11.614.838 I slot print_timing: id  0 | task 2427 |    graphs reused =       2334
1.11.614.856 I slot      release: id  0 | task 2427 | stop processing: n_tokens = 463, truncated = 0
1.11.619.888 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.850 (> 0.100 thold), f_keep = 0.380
1.11.621.137 I slot launch_slot_: id  0 | task 2516 | processing task, is_child = 0
1.12.912.467 I slot print_timing: id  0 | task 2516 | prompt eval time =     175.03 ms /   207 tokens (    0.85 ms per token,  1182.65 tokens per second)
1.12.912.469 I slot print_timing: id  0 | task 2516 |        eval time =    1116.21 ms /    53 tokens (   21.47 ms per token,    46.59 tokens per second)
1.12.912.469 I slot print_timing: id  0 | task 2516 |       total time =    1291.24 ms /   260 tokens
1.12.912.469 I slot print_timing: id  0 | task 2516 |    graphs reused =       2384
1.12.912.483 I slot      release: id  0 | task 2516 | stop processing: n_tokens = 259, truncated = 0
1.12.917.791 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.880 (> 0.100 thold), f_keep = 0.680
1.12.917.805 I slot launch_slot_: id  0 | task 2570 | processing task, is_child = 0
1.13.304.870 I slot print_timing: id  0 | task 2570 | prompt eval time =     170.96 ms /   200 tokens (    0.85 ms per token,  1169.87 tokens per second)
1.13.304.872 I slot print_timing: id  0 | task 2570 |        eval time =     216.01 ms /    11 tokens (   21.60 ms per token,    46.29 tokens per second)
1.13.304.873 I slot print_timing: id  0 | task 2570 |       total time =     386.97 ms /   211 tokens
1.13.304.873 I slot print_timing: id  0 | task 2570 |    graphs reused =       2393
1.13.304.886 I slot      release: id  0 | task 2570 | stop processing: n_tokens = 210, truncated = 0
1.13.309.842 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.492 (> 0.100 thold), f_keep = 0.838
1.13.309.856 I slot launch_slot_: id  0 | task 2582 | processing task, is_child = 0
1.13.803.391 I slot print_timing: id  0 | task 2582 | prompt eval time =     277.20 ms /   358 tokens (    0.77 ms per token,  1291.50 tokens per second)
1.13.803.394 I slot print_timing: id  0 | task 2582 |        eval time =     216.24 ms /    11 tokens (   21.62 ms per token,    46.25 tokens per second)
1.13.803.394 I slot print_timing: id  0 | task 2582 |       total time =     493.43 ms /   369 tokens
1.13.803.394 I slot print_timing: id  0 | task 2582 |    graphs reused =       2402
1.13.803.411 I slot      release: id  0 | task 2582 | stop processing: n_tokens = 368, truncated = 0
1.13.808.548 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.973
1.13.808.562 I slot launch_slot_: id  0 | task 2594 | processing task, is_child = 0
1.14.306.995 I slot print_timing: id  0 | task 2594 | prompt eval time =     279.00 ms /   358 tokens (    0.78 ms per token,  1283.17 tokens per second)
1.14.306.997 I slot print_timing: id  0 | task 2594 |        eval time =     219.35 ms /    11 tokens (   21.93 ms per token,    45.59 tokens per second)
1.14.306.998 I slot print_timing: id  0 | task 2594 |       total time =     498.34 ms /   369 tokens
1.14.306.999 I slot print_timing: id  0 | task 2594 |    graphs reused =       2411
1.14.307.015 I slot      release: id  0 | task 2594 | stop processing: n_tokens = 368, truncated = 0
1.14.312.103 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.462 (> 0.100 thold), f_keep = 0.429
1.14.313.428 I slot launch_slot_: id  0 | task 2606 | processing task, is_child = 0
1.15.232.233 I slot print_timing: id  0 | task 2606 | prompt eval time =     273.48 ms /   342 tokens (    0.80 ms per token,  1250.54 tokens per second)
1.15.232.234 I slot print_timing: id  0 | task 2606 |        eval time =     645.23 ms /    31 tokens (   21.51 ms per token,    46.50 tokens per second)
1.15.232.235 I slot print_timing: id  0 | task 2606 |       total time =     918.71 ms /   373 tokens
1.15.232.235 I slot print_timing: id  0 | task 2606 |    graphs reused =       2440
1.15.232.253 I slot      release: id  0 | task 2606 | stop processing: n_tokens = 372, truncated = 0
1.15.237.334 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.420 (> 0.100 thold), f_keep = 0.425
1.15.238.707 I slot launch_slot_: id  0 | task 2638 | processing task, is_child = 0
1.16.319.978 I slot print_timing: id  0 | task 2638 | prompt eval time =     284.91 ms /   376 tokens (    0.76 ms per token,  1319.70 tokens per second)
1.16.319.981 I slot print_timing: id  0 | task 2638 |        eval time =     796.26 ms /    38 tokens (   21.52 ms per token,    46.47 tokens per second)
1.16.319.981 I slot print_timing: id  0 | task 2638 |       total time =    1081.18 ms /   414 tokens
1.16.319.984 I slot print_timing: id  0 | task 2638 |    graphs reused =       2476
1.16.320.001 I slot      release: id  0 | task 2638 | stop processing: n_tokens = 413, truncated = 0
1.16.330.655 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 5209273241421
1.16.331.395 I slot launch_slot_: id  3 | task 2678 | processing task, is_child = 0
1.18.640.550 I slot print_timing: id  3 | task 2678 | prompt eval time =     265.96 ms /   315 tokens (    0.84 ms per token,  1184.37 tokens per second)
1.18.640.553 I slot print_timing: id  3 | task 2678 |        eval time =    2042.61 ms /    95 tokens (   21.73 ms per token,    46.02 tokens per second)
1.18.640.554 I slot print_timing: id  3 | task 2678 |       total time =    2308.57 ms /   410 tokens
1.18.640.554 I slot print_timing: id  3 | task 2678 |    graphs reused =       2569
1.18.640.574 I slot      release: id  3 | task 2678 | stop processing: n_tokens = 409, truncated = 0
1.18.648.902 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.582 (> 0.100 thold), f_keep = 0.694
1.18.648.922 I slot launch_slot_: id  3 | task 2774 | processing task, is_child = 0
1.21.832.435 I slot print_timing: id  3 | task 2774 | prompt eval time =     381.56 ms /   488 tokens (    0.78 ms per token,  1278.97 tokens per second)
1.21.832.437 I slot print_timing: id  3 | task 2774 |        eval time =    2801.81 ms /   130 tokens (   21.72 ms per token,    46.04 tokens per second)
1.21.832.437 I slot print_timing: id  3 | task 2774 |       total time =    3183.37 ms /   618 tokens
1.21.832.437 I slot print_timing: id  3 | task 2774 |    graphs reused =       2696
1.21.832.458 I slot      release: id  3 | task 2774 | stop processing: n_tokens = 617, truncated = 0
1.21.837.629 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.922 (> 0.100 thold), f_keep = 0.460
1.21.839.325 I slot launch_slot_: id  3 | task 2905 | processing task, is_child = 0
1.24.220.567 I slot print_timing: id  3 | task 2905 | prompt eval time =     265.84 ms /   308 tokens (    0.86 ms per token,  1158.59 tokens per second)
1.24.220.570 I slot print_timing: id  3 | task 2905 |        eval time =    2115.29 ms /    99 tokens (   21.58 ms per token,    46.33 tokens per second)
1.24.220.570 I slot print_timing: id  3 | task 2905 |       total time =    2381.13 ms /   407 tokens
1.24.220.571 I slot print_timing: id  3 | task 2905 |    graphs reused =       2793
1.24.220.600 I slot      release: id  3 | task 2905 | stop processing: n_tokens = 406, truncated = 0
1.24.229.606 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.902 (> 0.100 thold), f_keep = 0.700
1.24.229.624 I slot launch_slot_: id  3 | task 3005 | processing task, is_child = 0
1.26.530.066 I slot print_timing: id  3 | task 3005 | prompt eval time =     273.76 ms /   315 tokens (    0.87 ms per token,  1150.64 tokens per second)
1.26.530.069 I slot print_timing: id  3 | task 3005 |        eval time =    2026.58 ms /    95 tokens (   21.56 ms per token,    46.38 tokens per second)
1.26.530.070 I slot print_timing: id  3 | task 3005 |       total time =    2300.34 ms /   410 tokens
1.26.530.070 I slot print_timing: id  3 | task 3005 |    graphs reused =       2886
1.26.530.086 I slot      release: id  3 | task 3005 | stop processing: n_tokens = 409, truncated = 0
1.26.535.295 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.470 (> 0.100 thold), f_keep = 0.447
1.26.536.527 I slot launch_slot_: id  3 | task 3101 | processing task, is_child = 0
1.28.725.805 I slot print_timing: id  3 | task 3101 | prompt eval time =     367.72 ms /   389 tokens (    0.95 ms per token,  1057.88 tokens per second)
1.28.725.808 I slot print_timing: id  3 | task 3101 |        eval time =    1821.46 ms /    85 tokens (   21.68 ms per token,    46.12 tokens per second)
1.28.725.808 I slot print_timing: id  3 | task 3101 |       total time =    2189.18 ms /   474 tokens
1.28.725.808 I slot print_timing: id  3 | task 3101 |    graphs reused =       2969
1.28.725.827 I slot      release: id  3 | task 3101 | stop processing: n_tokens = 473, truncated = 0
1.28.731.056 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.822
1.28.731.070 I slot launch_slot_: id  3 | task 3187 | processing task, is_child = 0
1.31.178.310 I slot print_timing: id  3 | task 3187 | prompt eval time =     366.89 ms /   389 tokens (    0.94 ms per token,  1060.27 tokens per second)
1.31.178.313 I slot print_timing: id  3 | task 3187 |        eval time =    2080.25 ms /    97 tokens (   21.67 ms per token,    46.15 tokens per second)
1.31.178.314 I slot print_timing: id  3 | task 3187 |       total time =    2447.14 ms /   486 tokens
1.31.178.314 I slot print_timing: id  3 | task 3187 |    graphs reused =       3064
1.31.178.338 I slot      release: id  3 | task 3187 | stop processing: n_tokens = 485, truncated = 0
1.31.187.407 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.362 (> 0.100 thold), f_keep = 0.377
1.31.190.332 I slot launch_slot_: id  3 | task 3285 | processing task, is_child = 0
1.33.623.933 I slot print_timing: id  3 | task 3285 | prompt eval time =     397.90 ms /   506 tokens (    0.79 ms per token,  1271.66 tokens per second)
1.33.623.935 I slot print_timing: id  3 | task 3285 |        eval time =    2035.56 ms /    95 tokens (   21.65 ms per token,    46.18 tokens per second)
1.33.623.935 I slot print_timing: id  3 | task 3285 |       total time =    2433.46 ms /   601 tokens
1.33.623.936 I slot print_timing: id  3 | task 3285 |    graphs reused =       3156
1.33.623.955 I slot      release: id  3 | task 3285 | stop processing: n_tokens = 600, truncated = 0
1.33.629.095 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.922 (> 0.100 thold), f_keep = 0.473
1.33.629.782 I slot launch_slot_: id  3 | task 3381 | processing task, is_child = 0
1.35.942.089 I slot print_timing: id  3 | task 3381 | prompt eval time =     269.55 ms /   308 tokens (    0.88 ms per token,  1142.65 tokens per second)
1.35.942.092 I slot print_timing: id  3 | task 3381 |        eval time =    2042.66 ms /    95 tokens (   21.73 ms per token,    46.02 tokens per second)
1.35.942.092 I slot print_timing: id  3 | task 3381 |       total time =    2312.21 ms /   403 tokens
1.35.942.093 I slot print_timing: id  3 | task 3381 |    graphs reused =       3249
1.35.942.113 I slot      release: id  3 | task 3381 | stop processing: n_tokens = 402, truncated = 0
1.35.951.088 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.582 (> 0.100 thold), f_keep = 0.706
1.35.951.136 I slot launch_slot_: id  3 | task 3477 | processing task, is_child = 0
1.39.357.357 I slot print_timing: id  3 | task 3477 | n_gen =    139, tg =  45.76 t/s, tg_3s =  46.09 t/s
1.39.400.514 I slot print_timing: id  3 | task 3477 | prompt eval time =     390.32 ms /   488 tokens (    0.80 ms per token,  1250.26 tokens per second)
1.39.400.517 I slot print_timing: id  3 | task 3477 |        eval time =    3058.86 ms /   141 tokens (   21.85 ms per token,    45.77 tokens per second)
1.39.400.517 I slot print_timing: id  3 | task 3477 |       total time =    3449.18 ms /   629 tokens
1.39.400.518 I slot print_timing: id  3 | task 3477 |    graphs reused =       3387
1.39.400.542 I slot      release: id  3 | task 3477 | stop processing: n_tokens = 628, truncated = 0
1.39.409.625 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.917 (> 0.100 thold), f_keep = 0.739
1.39.409.672 I slot launch_slot_: id  3 | task 3619 | processing task, is_child = 0
1.42.822.837 I slot print_timing: id  3 | task 3619 | n_gen =    139, tg =  45.79 t/s, tg_3s =  46.12 t/s
1.42.909.732 I slot print_timing: id  3 | task 3619 | prompt eval time =     399.06 ms /   506 tokens (    0.79 ms per token,  1267.97 tokens per second)
1.42.909.734 I slot print_timing: id  3 | task 3619 |        eval time =    3100.81 ms /   143 tokens (   21.84 ms per token,    45.79 tokens per second)
1.42.909.734 I slot print_timing: id  3 | task 3619 |       total time =    3499.88 ms /   649 tokens
1.42.909.734 I slot print_timing: id  3 | task 3619 |    graphs reused =       3527
1.42.909.761 I slot      release: id  3 | task 3619 | stop processing: n_tokens = 648, truncated = 0
1.42.923.104 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.101 (> 0.100 thold), f_keep = 0.058
1.42.923.785 I slot launch_slot_: id  0 | task 3764 | processing task, is_child = 0
1.44.238.571 I slot print_timing: id  0 | task 3764 | prompt eval time =     187.80 ms /   238 tokens (    0.79 ms per token,  1267.29 tokens per second)
1.44.238.573 I slot print_timing: id  0 | task 3764 |        eval time =    1125.08 ms /    53 tokens (   21.64 ms per token,    46.22 tokens per second)
1.44.238.573 I slot print_timing: id  0 | task 3764 |       total time =    1312.88 ms /   291 tokens
1.44.238.573 I slot print_timing: id  0 | task 3764 |    graphs reused =       3577
1.44.238.589 I slot      release: id  0 | task 3764 | stop processing: n_tokens = 290, truncated = 0
1.44.243.649 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.821
1.44.243.673 I slot launch_slot_: id  0 | task 3818 | processing task, is_child = 0
1.45.649.115 I slot print_timing: id  0 | task 3818 | prompt eval time =     187.14 ms /   238 tokens (    0.79 ms per token,  1271.75 tokens per second)
1.45.649.117 I slot print_timing: id  0 | task 3818 |        eval time =    1218.18 ms /    57 tokens (   21.75 ms per token,    45.97 tokens per second)
1.45.649.118 I slot print_timing: id  0 | task 3818 |       total time =    1405.33 ms /   295 tokens
1.45.649.118 I slot print_timing: id  0 | task 3818 |    graphs reused =       3631
1.45.649.137 I slot      release: id  0 | task 3818 | stop processing: n_tokens = 294, truncated = 0
1.45.657.650 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.542 (> 0.100 thold), f_keep = 0.704
1.45.657.678 I slot launch_slot_: id  0 | task 3876 | processing task, is_child = 0
1.46.539.872 I slot print_timing: id  0 | task 3876 | prompt eval time =     298.24 ms /   382 tokens (    0.78 ms per token,  1280.84 tokens per second)
1.46.539.875 I slot print_timing: id  0 | task 3876 |        eval time =     583.79 ms /    28 tokens (   21.62 ms per token,    46.25 tokens per second)
1.46.539.875 I slot print_timing: id  0 | task 3876 |       total time =     882.04 ms /   410 tokens
1.46.539.875 I slot print_timing: id  0 | task 3876 |    graphs reused =       3657
1.46.539.898 I slot      release: id  0 | task 3876 | stop processing: n_tokens = 409, truncated = 0
1.46.545.032 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.895 (> 0.100 thold), f_keep = 0.875
1.46.545.046 I slot launch_slot_: id  0 | task 3905 | processing task, is_child = 0
1.47.513.816 I slot print_timing: id  0 | task 3905 | prompt eval time =     373.57 ms /   400 tokens (    0.93 ms per token,  1070.74 tokens per second)
1.47.513.819 I slot print_timing: id  0 | task 3905 |        eval time =     595.07 ms /    28 tokens (   22.04 ms per token,    45.37 tokens per second)
1.47.513.820 I slot print_timing: id  0 | task 3905 |       total time =     968.64 ms /   428 tokens
1.47.513.821 I slot print_timing: id  0 | task 3905 |    graphs reused =       3683
1.47.513.845 I slot      release: id  0 | task 3905 | stop processing: n_tokens = 427, truncated = 0
1.47.522.162 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.494 (> 0.100 thold), f_keep = 0.405
1.47.523.780 I slot launch_slot_: id  0 | task 3934 | processing task, is_child = 0
1.48.800.734 I slot print_timing: id  0 | task 3934 | prompt eval time =     286.37 ms /   350 tokens (    0.82 ms per token,  1222.19 tokens per second)
1.48.800.736 I slot print_timing: id  0 | task 3934 |        eval time =     990.44 ms /    47 tokens (   21.53 ms per token,    46.44 tokens per second)
1.48.800.736 I slot print_timing: id  0 | task 3934 |       total time =    1276.81 ms /   397 tokens
1.48.800.737 I slot print_timing: id  0 | task 3934 |    graphs reused =       3728
1.48.800.753 I slot      release: id  0 | task 3934 | stop processing: n_tokens = 396, truncated = 0
